"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene"
"ENSG00000133063",122.05516152892,4.32257923315301,0.570275944426204,7.57980285754868,3.46080428273865e-14,1.01596719770502e-13,"ENSG00000133063"
"ENSG00000167889",159.718282947185,3.73549863573614,0.454856926671489,8.2124694968843,2.16685115725174e-16,7.15953963760551e-16,"ENSG00000167889"
"ENSG00000163501",17.1499029449286,3.68348496594965,0.626148853036217,5.88276245830093,4.03474801278071e-09,8.82872280215994e-09,"ENSG00000163501"
"ENSG00000139269",23.1599804368955,3.40850511678183,0.463808248563414,7.34895320930413,1.99765096591053e-13,5.60620823583766e-13,"ENSG00000139269"
"ENSG00000075035",91.2084991765967,3.36489395814716,0.55315019306795,6.08314703730713,1.17846179873478e-09,2.6760692605604e-09,"ENSG00000075035"
"ENSG00000159387",56.2258302314522,3.33411375745221,0.494546912080843,6.74175427245855,1.56485579818347e-11,3.95461806791376e-11,"ENSG00000159387"
"ENSG00000188610",79.1630777053796,3.13729695309222,0.227612234677112,13.783516327858,3.20283713300031e-43,3.3468488355572e-42,"ENSG00000188610"
"ENSG00000152953",178.533565307618,3.03647877336746,0.358477058699662,8.47049678543438,2.44348659977391e-17,8.52427753806843e-17,"ENSG00000152953"
"ENSG00000109956",140.660356306406,2.91809158934204,0.461759376275187,6.3195069537754,2.62399141481585e-10,6.2035471741692e-10,"ENSG00000109956"
"ENSG00000205038",1168.24211340055,2.85554493071125,0.503998572901619,5.66577979431828,1.46357387063231e-08,3.09461942833978e-08,"ENSG00000205038"
"ENSG00000029534",105.730022901755,2.83810221090775,0.400018195998705,7.09493277880025,1.29414373784365e-12,3.47050913174392e-12,"ENSG00000029534"
"ENSG00000110777",179.347604354131,2.73786094999659,0.395225767646592,6.9273341318291,4.28844886829e-12,1.11829388674827e-11,"ENSG00000110777"
"ENSG00000146070",183.400955743086,2.63981538329158,0.321355545330192,8.21462526989902,2.12827817606434e-16,7.03794989347276e-16,"ENSG00000146070"
"ENSG00000128383",65.2939386567049,2.6322469522789,0.360208576820542,7.30756323326055,2.72030322858451e-13,7.56471148341309e-13,"ENSG00000128383"
"ENSG00000078549",599.435905474827,2.6306784578028,0.469179914013968,5.60697160988115,2.05897418424918e-08,4.31731799558616e-08,"ENSG00000078549"
"ENSG00000118307",188.029650099587,2.62841138431585,0.334086288356337,7.86746261646148,3.61906362478286e-15,1.12023004906744e-14,"ENSG00000118307"
"ENSG00000138207",170.644780938687,2.59270924953178,0.43887216181342,5.90766395120324,3.46992931954844e-09,7.62011456685008e-09,"ENSG00000138207"
"ENSG00000062524",64.0037864370997,2.59192857278188,0.430835313593958,6.01605414180289,1.78719818400105e-09,4.01020593365121e-09,"ENSG00000062524"
"ENSG00000185668",19.8204217917552,2.58691290604569,0.393139467701076,6.58014042999278,4.70004143599653e-11,1.15790404646241e-10,"ENSG00000185668"
"ENSG00000144057",299.481220299269,2.58678519290397,0.43102469724119,6.00147789549161,1.95529564674541e-09,4.37317286188388e-09,"ENSG00000144057"
"ENSG00000143297",66.2998176756441,2.57054422504424,0.588843505071997,4.36541152768586,1.26883650695247e-05,2.19751684395598e-05,"ENSG00000143297"
"ENSG00000144119",12.8596601272725,2.56701339527146,0.579158146044193,4.43231855203083,9.32251470780354e-06,1.63041291270345e-05,"ENSG00000144119"
"ENSG00000151948",41.4935387219044,2.56078431037121,0.402574418125615,6.36102095680648,2.00417095084751e-10,4.773740321549e-10,"ENSG00000151948"
"ENSG00000161896",103.168961209222,2.55914037383239,0.458671148977295,5.57946663865503,2.41257210702475e-08,5.03480897381067e-08,"ENSG00000161896"
"ENSG00000118655",592.850070112551,2.55172174672135,0.132943307554901,19.1940594352038,4.1492619263172e-82,1.25929702784766e-80,"ENSG00000118655"
"ENSG00000204936",40.6426491964814,2.51629608729642,0.544346110039971,4.6226032314471,3.78954120106989e-06,6.82375354334456e-06,"ENSG00000204936"
"ENSG00000137875",41.7926329080249,2.51585325783702,0.330611436335222,7.60969821771709,2.74736659725308e-14,8.08921350365389e-14,"ENSG00000137875"
"ENSG00000105696",101.612685024576,2.51375996472811,0.471435692440028,5.33213756412363,9.70633619502886e-08,1.94383894049575e-07,"ENSG00000105696"
"ENSG00000164778",56.1529157732055,2.51302571537517,0.457473451315356,5.49327115737439,3.94556274541198e-08,8.11137384508798e-08,"ENSG00000164778"
"ENSG00000100053",18.2587522299288,2.48821327365183,0.309747293519056,8.03304282463005,9.50844596466914e-16,3.03616098968403e-15,"ENSG00000100053"
"ENSG00000170909",199.381005101414,2.48693850299507,0.263169120324702,9.44996320209089,3.38949837654487e-21,1.43089116305576e-20,"ENSG00000170909"
"ENSG00000106536",105.257756407554,2.48292055906528,0.573435218505367,4.32990594044241,1.49173044774832e-05,2.56953200185666e-05,"ENSG00000106536"
"ENSG00000165244",319.535638779679,2.45589156540626,0.209450939583533,11.7253786031683,9.44776801957002e-32,6.4059983671352e-31,"ENSG00000165244"
"ENSG00000025039",654.49342451748,2.44705584247579,0.257866066937292,9.4896388328243,2.31836112367085e-21,9.84202891576022e-21,"ENSG00000025039"
"ENSG00000180432",19.0519513140649,2.44637140912915,0.445453985150624,5.4918610915602,3.97720162945949e-08,8.17535890500006e-08,"ENSG00000180432"
"ENSG00000205869",17.9955669680001,2.4457218020201,0.429276256511682,5.69731440982584,1.2170935447472e-08,2.58654784251872e-08,"ENSG00000205869"
"ENSG00000078898",10.0758922080528,2.44067494824972,0.677109943923095,3.60454748915477,0.000312697271026787,0.000484522040512318,"ENSG00000078898"
"ENSG00000144645",1310.25669446312,2.4367129108717,0.203528586896831,11.9723373901617,4.96110139028204e-33,3.54080766042926e-32,"ENSG00000144645"
"ENSG00000128567",8229.44986961144,2.42218430571025,0.259119244840326,9.34775920330751,8.95242104382148e-21,3.71994186462247e-20,"ENSG00000128567"
"ENSG00000185666",29.2791199395504,2.41364334080984,0.340670197915275,7.08498528952659,1.39059072650242e-12,3.72286162957884e-12,"ENSG00000185666"
"ENSG00000171847",262.691340234597,2.41001360879442,0.225657614309953,10.6799569611869,1.26330214743576e-26,6.84615738690605e-26,"ENSG00000171847"
"ENSG00000136286",271.951993069558,2.40916140915877,0.269121267442428,8.95195475279242,3.4924211673572e-19,1.34063364424331e-18,"ENSG00000136286"
"ENSG00000175697",170.130621623379,2.40828080792419,0.259168780626019,9.29232603597942,1.50952718147203e-20,6.196205055988e-20,"ENSG00000175697"
"ENSG00000187801",91.6993038268167,2.4019610268535,0.212366677604007,11.3104421746069,1.1650092583018e-29,7.27466245358947e-29,"ENSG00000187801"
"ENSG00000170837",838.318826054835,2.40186661404919,0.251416059743924,9.55335397625582,1.255639948894e-21,5.41155930187196e-21,"ENSG00000170837"
"ENSG00000196081",39.4462645584343,2.39834179985036,0.224203320470847,10.697173417475,1.04930299627089e-26,5.71571258057923e-26,"ENSG00000196081"
"ENSG00000155974",270.730325058254,2.39524471888783,0.22614490683689,10.5916368066402,3.25843701931232e-26,1.73619237353288e-25,"ENSG00000155974"
"ENSG00000072858",104.704660627587,2.38984849749312,0.301383605736108,7.92959023652293,2.1987014954184e-15,6.88226953988883e-15,"ENSG00000072858"
"ENSG00000158517",139.048727445747,2.3881677809841,0.306477471649518,7.79231102413677,6.57945317822718e-15,2.00722007107438e-14,"ENSG00000158517"
"ENSG00000103460",93.9094788777616,2.38432653872878,0.570324447937046,4.18064936082131,2.90677804231149e-05,4.89905371263646e-05,"ENSG00000103460"
"ENSG00000172578",184.101158369405,2.37758402006802,0.300827067393143,7.90349100122965,2.71198743072122e-15,8.45890675728785e-15,"ENSG00000172578"
"ENSG00000254470",1364.47908181749,2.3652227903324,0.166095319510272,14.2401531681097,5.16138059053386e-46,6.00634854204868e-45,"ENSG00000254470"
"ENSG00000166289",1309.55208405254,2.3651371293419,0.28311329663195,8.35403055059121,6.59722721534073e-17,2.24523558295676e-16,"ENSG00000166289"
"ENSG00000121807",71.5640411589764,2.36147571105194,0.451099882448096,5.23492867751667,1.65048584132389e-07,3.24998905338471e-07,"ENSG00000121807"
"ENSG00000115155",42.7904508101606,2.35534236225014,0.372208337608467,6.32802149834635,2.48324550790573e-10,5.87868097643364e-10,"ENSG00000115155"
"ENSG00000117090",37.8445817723592,2.35398709850542,0.40475836775585,5.81578365274303,6.03504801964879e-09,1.30689642757838e-08,"ENSG00000117090"
"ENSG00000169136",2405.75194585949,2.35264227092222,0.194268419650075,12.1102661727516,9.31912581018884e-34,6.83876486292776e-33,"ENSG00000169136"
"ENSG00000146197",483.339401923914,2.31611422503876,0.397262069255442,5.83019221890394,5.5363564672313e-09,1.201676277921e-08,"ENSG00000146197"
"ENSG00000185155",30.8503127232425,2.3125825027146,0.352146425096676,6.56710486860606,5.13029179572345e-11,1.26096503055928e-10,"ENSG00000185155"
"ENSG00000247077",1770.42469298262,2.29670814211934,0.145670762076256,15.7664318452391,5.2958368417894e-56,8.3064049594588e-55,"ENSG00000247077"
"ENSG00000151690",1585.13268157892,2.28940546708855,0.197338574549659,11.6014087580857,4.05350031655627e-31,2.67531020892714e-30,"ENSG00000151690"
"ENSG00000196407",31.2242795241408,2.28419668715451,0.345305620615687,6.61500001963984,3.71551695971786e-11,9.20068653691132e-11,"ENSG00000196407"
"ENSG00000110987",1129.95816928378,2.28417104508182,0.172871043082176,13.213150128307,7.36753844898729e-40,6.79517360841227e-39,"ENSG00000110987"
"ENSG00000180644",142.797643668085,2.28121112035971,0.347147374404674,6.57130454831115,4.9876325827925e-11,1.22704110332711e-10,"ENSG00000180644"
"ENSG00000182782",31.979485173462,2.27727297801425,0.377813177782486,6.02751071675248,1.66504213686666e-09,3.74616780134436e-09,"ENSG00000182782"
"ENSG00000163507",467.459380904091,2.27001505910728,0.184172096958603,12.3255101972234,6.60242792421396e-35,5.07016634934921e-34,"ENSG00000163507"
"ENSG00000215784",36.7122749373005,2.26115468936379,0.243595973620735,9.28239763471739,1.6570695200628e-20,6.78778438502111e-20,"ENSG00000215784"
"ENSG00000105246",107.19699000384,2.25987582447149,0.346869793155716,6.51505512749273,7.26629671722635e-11,1.77143185059951e-10,"ENSG00000105246"
"ENSG00000175264",1095.66600961056,2.25850495655093,0.313383628692923,7.20683772145606,5.72661813269759e-13,1.5610271272593e-12,"ENSG00000175264"
"ENSG00000166523",91.7729652331734,2.25196632245767,0.416375165385138,5.40850297921743,6.35537304351375e-08,1.2867198510165e-07,"ENSG00000166523"
"ENSG00000275004",318.807386277303,2.24866049787292,0.214271393775921,10.494450324174,9.16093481165788e-26,4.79431316404371e-25,"ENSG00000275004"
"ENSG00000082213",1349.15713785423,2.24437936717081,0.11868447995226,18.9104705861592,9.35185139943919e-80,2.69404604833572e-78,"ENSG00000082213"
"ENSG00000163251",1350.63909844953,2.24248721139536,0.271710998375778,8.2532073592913,1.54199162304068e-16,5.14851346918904e-16,"ENSG00000163251"
"ENSG00000183918",34.4845491348783,2.23704533899853,0.421660464692195,5.30532389521398,1.12473106077211e-07,2.23972602278706e-07,"ENSG00000183918"
"ENSG00000137571",35.912377775513,2.23604117117136,0.416637417175704,5.36687555891884,8.01122886910953e-08,1.6145535276711e-07,"ENSG00000137571"
"ENSG00000164430",334.826748208663,2.23583325812937,0.232884956098471,9.60059119140348,7.94871816070118e-22,3.44915263435784e-21,"ENSG00000164430"
"ENSG00000188167",97.9955477178882,2.23529307029204,0.178315911058777,12.5355783284826,4.76869933083746e-36,3.81135772801525e-35,"ENSG00000188167"
"ENSG00000110492",32518.3374710952,2.23387446417071,0.259519042133516,8.60774780072373,7.45099589357329e-18,2.67881444662942e-17,"ENSG00000110492"
"ENSG00000130204",3522.5937628674,2.23378847157359,0.155497753598173,14.3654067012826,8.53044671226466e-47,1.01883958362511e-45,"ENSG00000130204"
"ENSG00000177807",49.4088012915501,2.23372668057583,0.334818641273173,6.67145255736634,2.53283838949379e-11,6.33030133151236e-11,"ENSG00000177807"
