,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,gene
ENSG00000124104,1482.75595494608,6.75938098354323e-05,0.153209440791389,0.000441185670323466,0.999647984776621,0.999954334855242,ENSG00000124104
ENSG00000155629,604.649821703568,6.24383428811939e-06,0.230240940251955,2.7118696967128e-05,0.999978362410384,0.999993304151602,ENSG00000155629
ENSG00000169469,34.2178760452078,3.80979098558958,0.824515927048179,4.62063965123012,3.825587332648e-06,0.000849868027987129,ENSG00000169469
ENSG00000186832,215.213011734395,3.53032188831831,0.541971067123252,6.51385673972788,7.32453577460216e-11,1.66089080500371e-07,ENSG00000186832
ENSG00000163209,18.975488746804,3.36569335554021,0.939948145378637,3.58072237504593,0.000342645580635163,0.0191507510613449,ENSG00000163209
ENSG00000143536,26.1446624991857,3.28072927449906,0.737716292098492,4.44714222749069,8.70202243944197e-06,0.00150972420874933,ENSG00000143536
ENSG00000124493,108.335877821604,3.20716775990267,0.378733103563075,8.4681474360969,2.49326600747404e-17,3.95756113366354e-13,ENSG00000124493
ENSG00000133063,94.0492756182355,3.18848766124354,0.566008129391626,5.63328951594862,1.7680427328769e-08,1.47706012099764e-05,ENSG00000133063
ENSG00000164778,53.9661768202506,2.94674722642982,0.473251813071973,6.2265946902599,4.76682172276782e-10,7.56637612054936e-07,ENSG00000164778
ENSG00000169474,11.0437320753674,2.91932494677819,0.745865214469838,3.91401139259893,9.07753497290514e-05,0.00787364549862969,ENSG00000169474
ENSG00000124102,432.605459895413,2.90885405340849,0.589848267714477,4.93152936547497,8.15882994239661e-07,0.000301174669013166,ENSG00000124102
ENSG00000057149,11.3776855195322,2.88549157427126,0.789043368249826,3.65694927602212,0.000255234863225081,0.015522386911769,ENSG00000057149
ENSG00000139364,189.191185348279,2.75853973155386,0.402936758503306,6.84608607514579,7.58978228922338e-12,3.01181535692107e-08,ENSG00000139364
ENSG00000163501,16.2330257716138,2.74876789144602,0.615785527796801,4.46383970938835,8.05037985632324e-06,0.00144684391030655,ENSG00000163501
ENSG00000143954,30.3527354738577,2.71796374571797,0.698422432350364,3.89157567086061,9.95953166837525e-05,0.00837807602006217,ENSG00000143954
ENSG00000152977,155.799592030644,2.58023014709355,0.674622535684241,3.82470197867987,0.000130930369784468,0.0102377229536397,ENSG00000152977
ENSG00000165140,225.266984179583,2.54319885977158,0.348927980839272,7.28860681695534,3.13176543574906e-13,2.48043842980792e-09,ENSG00000165140
ENSG00000143556,44.0375900935737,2.4167189094484,0.563560388264835,4.28830513955979,1.80041647501577e-05,0.00264611210258568,ENSG00000143556
ENSG00000164825,292.936419562743,2.30764611442729,0.705306659293064,3.27183372512073,0.00106852397799895,0.0408340323842812,ENSG00000164825
ENSG00000099960,105.67614514363,2.26761634723233,0.393066870749329,5.76903452308108,7.97269720982992e-09,8.43670818744202e-06,ENSG00000099960
ENSG00000206075,90.5227149998168,2.26184333295005,0.556284037505868,4.06598640344086,4.78297243899482e-05,0.0049947448371161,ENSG00000206075
ENSG00000153132,290.098519733359,2.2292300691949,0.344505272924276,6.47081552706711,9.74753788382413e-11,1.93403336037425e-07,ENSG00000153132
ENSG00000134760,16.0061080875868,2.2219014350283,0.531723916553604,4.17867499628316,2.93212339576886e-05,0.00378386948463732,ENSG00000134760
ENSG00000116299,630.849829399614,2.21436098492099,0.531185361699759,4.16871612921557,3.06320210237686e-05,0.00385890531516095,ENSG00000116299
ENSG00000136155,195.399870461075,2.1426423105699,0.526872543789249,4.06671848026107,4.76797838767639e-05,0.0049947448371161,ENSG00000136155
ENSG00000088836,440.370266113209,2.13192637747829,0.319108288842027,6.68088687139584,2.37500520260324e-11,7.53969151618424e-08,ENSG00000088836
ENSG00000166828,43.3183096810563,2.11662389099011,0.630198503298543,3.35866219915062,0.000783207429110448,0.033874254829074,ENSG00000166828
ENSG00000167889,132.922438715942,2.07936494418034,0.412284042241325,5.04352516987116,4.57032616758768e-07,0.000198312323293009,ENSG00000167889
ENSG00000170786,41.979388440667,2.07542438878184,0.550667471561284,3.76892497916661,0.000163952151553055,0.0116700112179446,ENSG00000170786
ENSG00000188508,47.2223188201427,2.07430065459419,0.447463735085405,4.63568439618526,3.5575841985466e-06,0.000830434323287208,ENSG00000188508
ENSG00000215704,39.7935072744907,2.06917797349694,0.452037418981853,4.57744842928591,4.70681774182994e-06,0.00098304365810614,ENSG00000215704
ENSG00000176153,21.7673262240059,2.05849045436728,0.408735409878297,5.03624203975919,4.7476017672364e-07,0.000198312323293009,ENSG00000176153
ENSG00000135773,91.9855447364052,2.05558619333396,0.403536359476958,5.09393055931391,3.5071526749366e-07,0.000171761567241867,ENSG00000135773
ENSG00000170423,29.0545074723459,2.03219361822991,0.486290576106497,4.17896977256015,2.92832599312526e-05,0.00378386948463732,ENSG00000170423
ENSG00000179148,30.3898264761117,2.02034174170252,0.446853737011142,4.52125958533081,6.14727490064452e-06,0.00123524863658006,ENSG00000179148
ENSG00000152953,162.570652574578,2.0190686679431,0.33664758484494,5.99757360170306,2.00287595700164e-09,2.68919017375403e-06,ENSG00000152953
ENSG00000187699,1340.434956,2.01320224145453,0.337217211740623,5.97004592696479,2.37186810511916e-09,2.68919017375403e-06,ENSG00000187699
