"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene"
"ENSG00000000003",4227.62087727563,0.0242957209687655,0.060484112189101,0.401687651342322,0.687913913639428,0.999987276398131,"ENSG00000000003"
"ENSG00000000005",40.2151528871329,-0.484743996165675,0.1946911689026,-2.48980988145478,0.0127811444388303,0.327746535828034,"ENSG00000000005"
"ENSG00000000419",1891.48420715643,0.0589701458597912,0.0377265438969055,1.56309430360061,0.118030415291805,0.999987276398131,"ENSG00000000419"
"ENSG00000000457",777.790114226788,0.0098707854593824,0.0356134173894267,0.277164793017391,0.781653572079651,0.999987276398131,"ENSG00000000457"
"ENSG00000000460",520.927629412528,0.00998553100801612,0.049296855564345,0.202559187471551,0.839479592314006,0.999987276398131,"ENSG00000000460"
"ENSG00000000938",318.541997891749,-0.0847148954298431,0.1092009093417,-0.775770970594782,0.437884227073579,0.999987276398131,"ENSG00000000938"
"ENSG00000000971",5414.35320176549,0.0055236650804925,0.1007079234441,0.0548483663607515,0.956259267584068,0.999987276398131,"ENSG00000000971"
"ENSG00000001036",2075.50384804711,0.0161447378398432,0.0473046642585444,0.341292726476271,0.732883222994827,0.999987276398131,"ENSG00000001036"
"ENSG00000001084",1293.7377857188,-0.0734846248296014,0.0711434318225551,-1.03290806961471,0.301646922018661,0.999987276398131,"ENSG00000001084"
"ENSG00000001167",1608.48654640345,-0.000641393329367912,0.0475273374921479,-0.0134952505907548,0.989232674737885,0.999987276398131,"ENSG00000001167"
"ENSG00000001460",500.690645148407,0.0375542739160866,0.0476037647167146,0.788892940286727,0.430174582239176,0.999987276398131,"ENSG00000001460"
"ENSG00000001461",1293.66877653312,0.0150325743367465,0.0536831127443359,0.280024267749499,0.779458886428855,0.999987276398131,"ENSG00000001461"
"ENSG00000001497",2670.90607729546,0.0178324233473003,0.0374783600060408,0.475805860886818,0.634212694028148,0.999987276398131,"ENSG00000001497"
"ENSG00000001561",687.870768393739,-0.011034539173727,0.0801249524099859,-0.137716639346818,0.890464368410212,0.999987276398131,"ENSG00000001561"
"ENSG00000001617",2053.01869262988,0.00732178906170488,0.104831178760463,0.0698436204598536,0.944318127821165,0.999987276398131,"ENSG00000001617"
"ENSG00000001626",221.419244514558,1.51812878045809,0.164199548111955,9.2456331208841,2.33852113111264e-20,5.62414332032589e-18,"ENSG00000001626"
"ENSG00000001629",2397.97949099714,0.019331890774421,0.0317293998746995,0.609273760322077,0.542342996586039,0.999987276398131,"ENSG00000001629"
"ENSG00000001630",307.462646066287,-0.0253151742136625,0.08393983622508,-0.301587128973915,0.762966820992298,0.999987276398131,"ENSG00000001630"
"ENSG00000001631",733.212685609804,0.0458587839271043,0.0344360500585363,1.33170859750613,0.182955962987048,0.999987276398131,"ENSG00000001631"
"ENSG00000002016",937.427284325809,-0.00260911384682542,0.063528854505949,-0.0410697448760247,0.96724029433608,0.999987276398131,"ENSG00000002016"
"ENSG00000002330",1131.35013562501,0.0545966235213793,0.0479689605946045,1.1381656563874,0.255051316427807,0.999987276398131,"ENSG00000002330"
"ENSG00000002549",3267.41117320549,-0.0126708190024614,0.063626258817603,-0.199144492194407,0.842149718437794,0.999987276398131,"ENSG00000002549"
"ENSG00000002586",8269.89369497671,0.0752646224768315,0.0572928188726083,1.31368335435168,0.188952784881264,0.999987276398131,"ENSG00000002586"
"ENSG00000002587",1142.01812922294,-0.0424531059515896,0.0869259109675729,-0.488382640791954,0.625278835351018,0.999987276398131,"ENSG00000002587"
"ENSG00000002745",10.2815685012014,-0.389596069729521,0.156000814371529,-2.49739766615363,0.0125108569322986,0.322377974166195,"ENSG00000002745"
"ENSG00000002746",72.768163586003,0.0330643481949754,0.135443465056627,0.244119184200963,0.807138515103098,0.999987276398131,"ENSG00000002746"
"ENSG00000002822",93.8430211404807,-0.0575975032359607,0.0671358112268058,-0.857925184539415,0.390933776677996,0.999987276398131,"ENSG00000002822"
"ENSG00000002834",8034.52626776877,0.0592669058465539,0.0540754396740702,1.09600414169121,0.273076961982354,0.999987276398131,"ENSG00000002834"
"ENSG00000002919",824.905896143011,0.0353391583850582,0.0462638342920664,0.763861424929891,0.444949827410247,0.999987276398131,"ENSG00000002919"
"ENSG00000002933",3307.27268231953,0.00738068029029027,0.105390497647946,0.0700317434209791,0.944168394058158,0.999987276398131,"ENSG00000002933"
"ENSG00000003056",3106.83561926107,0.0135046652571969,0.0492049965026994,0.274457193721293,0.783733295443623,0.999987276398131,"ENSG00000003056"
"ENSG00000003096",269.050754848416,0.0107375121032762,0.11871527846681,0.0904476006959641,0.927931531787476,0.999987276398131,"ENSG00000003096"
"ENSG00000003137",340.637571422738,-0.0818647976846522,0.138153723878001,-0.592563091219635,0.553473585990434,0.999987276398131,"ENSG00000003137"
"ENSG00000003147",508.723921449247,0.0398181732891963,0.0976924882125981,0.407586847440554,0.68357702204057,0.999987276398131,"ENSG00000003147"
"ENSG00000003249",874.513183645988,-0.00804438117257947,0.0845990857083777,-0.0950882755436545,0.924244710638394,0.999987276398131,"ENSG00000003249"
"ENSG00000003393",1214.58621896088,-0.00125335581908123,0.0359901872164825,-0.0348249319055285,0.972219339900793,0.999987276398131,"ENSG00000003393"
"ENSG00000003400",629.554240249746,0.0161276033623822,0.0857413108515375,0.188096067137432,0.850801344043313,0.999987276398131,"ENSG00000003400"
"ENSG00000003402",5075.18974560198,-0.0240652108989836,0.0526480535851637,-0.457095927773582,0.647602097145979,0.999987276398131,"ENSG00000003402"
"ENSG00000003436",604.892089249042,-0.0969918176387608,0.0926431148885994,-1.04694037711697,0.295127077883065,0.999987276398131,"ENSG00000003436"
"ENSG00000003509",770.912048008401,0.0269305446264063,0.0321511401681865,0.837623315550533,0.402242293890444,0.999987276398131,"ENSG00000003509"
"ENSG00000003756",5966.08050223418,-0.0239629876480549,0.046094710295556,-0.519864155657036,0.603158259910672,0.999987276398131,"ENSG00000003756"
"ENSG00000003987",167.389960884536,-0.0419245871769545,0.0837900306463953,-0.50035292806947,0.616826591909954,0.999987276398131,"ENSG00000003987"
"ENSG00000003989",5121.81960288794,-0.161036800046879,0.13538281182075,-1.18949221013444,0.234246034585952,0.999987276398131,"ENSG00000003989"
"ENSG00000004059",5225.88394426901,0.0474591715023652,0.0472939451558712,1.00349360464536,0.31562276108132,0.999987276398131,"ENSG00000004059"
"ENSG00000004139",817.201747282952,-0.000417164687023907,0.0617640145193614,-0.00675417053554925,0.994610992582046,0.999987276398131,"ENSG00000004139"
"ENSG00000004142",4054.16752511094,0.0787457711825714,0.0547557990998131,1.43812659986986,0.150398136555313,0.999987276398131,"ENSG00000004142"
"ENSG00000004399",4542.7987681662,-0.0494316291784918,0.0810349847506926,-0.61000355995093,0.541859449352554,0.999987276398131,"ENSG00000004399"
"ENSG00000004455",5550.43408723585,0.0689558109453958,0.0402896687783566,1.71150106308242,0.086988655104878,0.999987276398131,"ENSG00000004455"
"ENSG00000004468",164.560328423039,0.0687750918385682,0.137989918117466,0.498406642868085,0.618197455603699,0.999987276398131,"ENSG00000004468"
"ENSG00000004478",7640.04593520277,-0.0178312177337151,0.0874020890878288,-0.204013633081434,0.838342845302846,0.999987276398131,"ENSG00000004478"
"ENSG00000004487",5292.53255637737,0.00642684255399613,0.0382784699813169,0.16789705955157,0.866664263430201,0.999987276398131,"ENSG00000004487"
"ENSG00000004534",5417.45361907036,-0.0261083733217534,0.0541608236743309,-0.482052737579161,0.629768482953838,0.999987276398131,"ENSG00000004534"
"ENSG00000004660",540.653783739439,-0.0849856381286573,0.0737476854993459,-1.15238380097245,0.249163394587523,0.999987276398131,"ENSG00000004660"
